code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002178,延华智能,建筑施工,上海,89.4,57364.37,72739.59,201012.44,138638.84,10535.62,32454.74,0.45,0.053,1.58,6.0,20071101
600138,中青旅,旅游服务,北京,27.07,70271.82,72384.0,1048133.88,384952.41,256876.59,174960.81,2.42,0.44,6.8,3.5,19971203
300529,健帆生物,医疗保健,广东,125.33,4200.0,41200.0,77533.78,48296.48,25537.32,12.59,0.0,0.244,1.8,34.05,20160802
002624,完美世界,影视音像,浙江,47.55,27834.59,131460.98,1320246.25,913835.13,36749.1,416024.41,3.16,0.61,5.15,6.72,20111028
002322,理工环科,环境保护,浙江,88.89,28538.11,40131.5,307797.53,135461.06,21014.06,189932.44,4.73,0.173,7.2,2.85,20091218
002223,鱼跃医疗,医疗保健,江苏,35.57,49435.28,66831.79,568712.19,458233.91,44681.3,245956.41,3.68,0.57,7.09,4.97,20080418
600333,长春燃气,供气供热,吉林,1716.2,52961.98,52961.98,476960.81,64643.05,235047.97,56331.18,1.06,0.003,2.93,3.03,20001211
600239,云南城投,区域地产,云南,0.0,107045.79,107045.79,5013340.5,4403510.5,44643.26,185048.45,1.73,-0.46,3.57,1.66,19991202
000739,普洛药业,化学制药,浙江,40.12,106004.71,114686.92,545309.75,254361.91,186731.48,20919.49,0.18,0.1,2.15,3.71,19970509
600173,卧龙地产,全国地产,浙江,66.35,72505.74,72514.74,404270.5,383862.84,996.82,1580.56,0.02,0.068,2.27,3.97,19990415
002022,科华生物,医疗保健,上海,42.75,38012.64,51256.92,214649.25,135057.27,30315.85,29159.1,0.57,0.269,3.43,6.72,20040721
002216,三全食品,食品,河南,58.48,57072.85,80421.75,330881.63,134762.67,126258.56,24659.52,0.31,0.078,2.4,3.78,20080220
002194,武汉凡谷,通信设备,湖北,264.92,43724.3,56466.96,262018.05,193093.73,46349.9,70817.81,1.25,0.036,3.7,5.2,20071207
600751,天海投资,水运,天津,146.29,197118.23,289933.78,1425438.25,1191754.38,12868.8,1012853.0,3.49,0.031,4.22,2.17,19960909
000571,新大洲Ａ,煤炭开采,海南,102.44,73567.07,81406.39,510437.81,116775.88,61911.19,64709.57,0.79,0.045,2.72,3.37,19940525
300235,方直科技,软件服务,深圳,160.41,9494.78,15840.0,37953.1,22169.46,1941.4,6258.08,0.4,0.115,2.22,11.06,20110629
000096,广聚能源,石油贸易,深圳,46.22,51084.8,52800.0,224298.91,131874.19,7434.65,35111.67,0.66,0.155,3.92,3.65,20000724
600547,山东黄金,黄金,山东,67.02,142307.23,185711.88,2347311.0,235562.22,916023.13,3486.23,0.02,0.298,7.08,5.65,20030828
300452,山河药辅,化学制药,安徽,83.73,4042.7,9280.0,48475.35,32760.53,11916.5,11290.28,1.22,0.59,4.11,11.99,20150515
300316,晶盛机电,专用机械,浙江,78.45,81965.72,88507.54,259067.45,146564.7,40295.76,34962.6,0.4,0.085,2.08,6.41,20120511
002568,百润股份,红黄药酒,上海,0.0,37744.51,89600.0,202405.31,88560.56,64091.53,0.0,0.0,-0.117,1.0,22.72,20110325
600337,美克家居,家居用品,新疆,35.34,64496.01,64496.01,490788.66,258297.3,129576.42,95189.7,1.48,0.204,4.62,3.12,20001127
300149,量子高科,食品,广东,122.76,42126.87,42210.0,76106.9,47450.21,14136.49,8022.81,0.19,0.076,1.75,10.65,20101222
600883,博闻科技,水泥,云南,0.0,23608.8,23608.8,69678.15,32752.0,1491.16,704.4,0.03,-0.014,2.71,6.11,19951208
300313,天山生物,农业综合,新疆,0.0,18211.96,19735.27,97412.18,36806.53,37803.05,28757.18,1.46,-0.293,2.29,7.24,20120425
600736,苏州高新,园区开发,江苏,21.14,113895.09,119429.29,2087378.25,1649267.5,155204.02,176804.19,1.48,0.221,4.3,2.17,19960815
000548,湖南投资,路桥,湖南,44.59,49920.1,49921.57,231007.45,165720.72,22329.61,47826.8,0.96,0.094,3.06,2.74,19931220
600059,古越龙山,红黄药酒,浙江,52.34,80852.4,80852.4,426989.81,268959.81,110743.72,188044.94,2.33,0.1,4.77,2.2,19970516
600643,爱建集团,多元金融,上海,28.97,143402.78,143713.98,1095160.75,463885.0,2571.57,255416.84,1.78,0.217,4.21,2.99,19930426
002366,台海核电,专用机械,四川,39.05,23079.64,43352.87,422890.0,192072.41,137223.45,74047.71,1.71,0.653,3.85,13.24,20100312
300396,迪瑞医疗,医疗保健,吉林,58.61,4651.06,15335.0,185244.27,73884.31,23000.52,40995.37,2.67,0.585,6.89,6.64,20140910
000717,*ST韶钢,钢加工,广东,0.0,241952.44,241952.44,1553751.5,335191.72,970640.13,322707.78,1.33,-0.095,0.05,82.52,19970508
600217,中再资环,环境保护,陕西,225.77,69198.27,134158.75,285849.0,224061.02,41067.76,-38920.2,-0.29,0.019,0.67,12.81,19991216
002631,德尔未来,家居用品,江苏,81.42,28624.77,64984.8,172380.86,69247.81,36566.85,11771.12,0.18,0.218,2.16,10.98,20111111
002212,南洋股份,电气设备,广东,99.7,30109.15,51026.0,313086.84,241749.8,54024.36,54541.68,1.07,0.087,3.59,4.81,20080201
300194,福安药业,化学制药,重庆,59.01,15878.41,39657.07,390522.47,113181.26,98575.0,237967.72,6.0,0.3,9.01,2.77,20110322
600866,*ST星湖,食品,广东,207.1,55039.35,64539.35,174625.47,73386.53,77023.18,76112.06,1.18,0.024,1.65,3.96,19940818
300534,陇神戎发,中成药,甘肃,118.73,2167.0,8667.0,63556.86,23870.9,3348.95,19291.0,2.23,0.284,6.62,10.19,20160913
300017,网宿科技,电信运营,上海,42.45,50610.92,79328.4,750361.38,662395.31,57669.98,364008.41,4.59,0.78,8.24,7.61,20091030
600581,*ST八钢,普钢,新疆,0.0,76644.89,76644.89,1780363.63,231838.02,1445866.38,104487.18,1.36,-0.409,-1.59,-3.48,20020816
600823,世茂股份,全国地产,上海,7.46,246707.02,267940.59,6403933.0,3922424.0,54447.44,299617.72,1.12,0.519,7.43,1.04,19940204
002659,中泰桥梁,建筑施工,江苏,0.0,31099.38,49856.69,245154.63,119053.4,33829.69,18444.34,0.37,-0.02,1.92,11.53,20120309
300430,诚益通,电器仪表,北京,79.39,4132.16,9728.0,96133.28,73918.36,14319.74,28055.83,2.88,0.316,6.49,7.73,20150319
002026,山东威达,机械基件,山东,44.83,35413.42,42009.83,266203.5,156198.97,52435.28,124002.85,2.95,0.22,5.3,2.32,20040727
000695,滨海能源,供气供热,天津,0.0,22172.13,22214.75,101261.36,26698.85,68224.3,7612.75,0.34,-0.017,1.44,12.49,19970218
600086,东方金钰,服饰,湖北,35.2,105684.5,135000.0,879006.88,790892.94,25865.6,63123.63,0.47,0.145,2.18,4.66,19970606
000537,广宇发展,区域地产,天津,25.55,51270.33,51271.76,1165513.0,1123186.75,253.81,8668.11,0.17,0.177,3.98,2.27,19931210
601872,招商轮船,水运,上海,9.56,472092.19,529945.81,3462517.5,606783.0,2359911.0,734466.44,1.39,0.297,2.87,1.98,20061201
600724,宁波富达,区域地产,浙江,11.13,144494.27,144524.09,1664687.38,1405844.13,61489.96,26015.1,0.18,0.258,1.96,2.93,19960716
600459,贵研铂业,小金属,云南,88.54,26097.76,26097.76,336042.41,227943.45,58989.13,116742.17,4.47,0.157,6.93,4.01,20030516
002557,洽洽食品,食品,安徽,24.39,50700.0,50700.0,368040.97,211323.41,105534.11,158025.95,3.12,0.537,5.66,3.09,20110302
000553,沙隆达Ａ,农药化肥,湖北,310.79,36390.26,59392.32,304379.41,110629.27,157349.56,26306.34,0.44,0.028,3.54,4.97,19931203
600208,新湖中宝,全国地产,浙江,65.41,763663.38,859934.38,9667175.0,7732529.5,22585.35,766128.0,0.89,0.036,2.47,1.91,19990623
002081,金 螳 螂,装修装饰,江苏,17.6,251846.2,264330.88,2473468.0,2089175.63,107454.6,15882.98,0.06,0.336,3.47,3.41,20061120
000978,桂林旅游,旅游景点,广西,460.57,36003.44,36010.0,279575.06,43031.78,101184.1,97098.46,2.7,0.013,4.07,2.91,20000518
002108,沧州明珠,塑料,河北,28.42,61443.85,61845.8,320278.13,189992.13,87203.86,44972.9,0.73,0.626,3.36,7.05,20070124
000807,云铝股份,铝,云南,132.55,172183.2,189861.17,2878989.75,742579.56,1575203.5,365033.84,1.92,0.027,2.99,2.38,19980408
000543,皖能电力,火力发电,安徽,14.38,179039.59,179039.59,2292647.25,264049.31,1262805.63,200596.52,1.12,0.29,4.84,1.72,19931220
300294,博雅生物,生物制药,江西,81.8,13776.99,26738.48,221663.47,100671.99,33730.4,118967.92,4.45,0.395,7.21,8.97,20120308
002627,宜昌交运,公路,湖北,64.28,13142.9,13350.0,219532.2,90306.63,73631.11,41512.19,3.11,0.187,6.94,3.46,20111103
600139,西部资源,铜,四川,0.0,66189.04,66189.04,720526.06,236029.97,57629.13,37900.96,0.57,-0.175,1.37,9.67,19980225
002045,国光电器,元器件,广东,710.6,41523.87,41690.39,231604.55,97396.92,60310.76,41130.71,0.99,0.009,3.08,4.31,20050523
002337,赛象科技,化工机械,天津,0.0,56581.14,59428.26,169241.75,119116.55,22991.77,42672.71,0.72,-0.009,2.01,4.2,20100115
002200,云投生态,环境保护,云南,89.22,10782.91,18413.28,313868.22,262280.38,11595.45,77252.6,4.2,0.137,4.57,5.33,20071221
603909,合诚股份,建筑施工,福建,108.39,2500.0,10000.0,64437.16,51286.96,9292.0,21493.56,2.15,0.35,5.48,10.45,20160628
002085,万丰奥威,汽车配件,浙江,42.58,165548.2,182239.95,908276.13,456256.66,246068.45,7166.74,0.04,0.389,2.67,8.27,20061128
002342,巨力索具,机械基件,河北,159.15,86561.34,96000.0,419277.97,220333.63,142046.88,67769.74,0.71,0.019,2.52,2.45,20100126
000931,中 关 村,区域地产,北京,0.0,66797.85,67484.7,311008.72,195517.67,51308.3,100740.56,1.49,-0.02,1.25,6.9,19990712
000869,张 裕Ａ,红黄药酒,山东,18.91,45346.07,68546.39,1128432.5,422448.69,306087.97,56595.53,0.83,1.014,12.06,3.18,20001026
603636,南威软件,软件服务,福建,201.33,4259.58,10000.0,118677.8,95288.28,8448.99,40682.34,4.07,0.182,8.48,8.65,20141230
600756,浪潮软件,软件服务,山东,202.27,27874.73,32409.88,262574.97,167792.09,7942.83,102699.38,3.17,0.068,6.02,4.55,19960923
000049,德赛电池,电气设备,深圳,63.56,20524.36,20524.36,287284.13,240042.66,17836.17,817.56,0.04,0.354,4.74,9.47,19950320
601886,江河集团,装修装饰,北京,28.7,94128.52,115405.0,2321161.5,1776696.75,109653.85,268492.28,2.33,0.196,5.4,2.08,20110818
600091,ST明科,化工原料,内蒙,0.0,33652.6,43741.25,120823.13,54528.2,1215.6,167037.94,3.82,-0.079,1.92,5.85,19970704
002213,特 尔 佳,汽车配件,深圳,363.37,16492.3,20600.0,43103.3,25396.75,8174.56,77.23,0.0,0.038,1.74,15.9,20080201
000670,*ST盈方,元器件,湖北,133.28,60016.73,81662.72,79379.13,41141.5,4894.65,28520.31,0.35,0.028,0.85,8.92,19961217
300119,瑞普生物,生物制药,天津,61.66,20303.66,40449.35,266622.69,114468.17,78462.96,94383.47,2.33,0.25,4.62,4.36,20100917
300006,莱美药业,化学制药,重庆,111.08,58430.12,81224.11,258057.34,102794.86,86532.32,58612.26,0.72,0.04,2.03,4.35,20091030
600543,莫高股份,红黄药酒,甘肃,169.86,32112.0,32112.0,128325.57,61707.56,41131.9,46593.48,1.45,0.067,3.45,4.42,20040324
600613,神奇制药,中成药,上海,59.09,47932.0,53407.16,276260.81,167168.66,34849.65,96933.85,1.81,0.13,4.24,3.61,19920820
002352,鼎泰新材,钢加工,安徽,537.92,13298.25,23349.23,86415.61,57991.3,21250.56,42433.45,1.82,0.047,3.01,16.82,20100205
002390,信邦制药,中成药,贵州,66.43,73317.45,170489.56,1085721.38,594660.13,139586.84,388606.72,2.28,0.117,3.69,2.81,20100416
000622,*ST恒立,汽车配件,湖南,0.0,42522.6,42522.6,28753.5,17653.63,4157.31,18291.42,0.43,-0.026,0.34,27.12,19961107
600196,复星医药,化学制药,上海,18.12,190683.7,231407.53,4094409.5,935949.31,486713.75,618448.81,2.67,0.648,8.21,2.86,19980807
002198,嘉应制药,中成药,广东,244.22,40524.73,50750.98,105593.55,31313.16,26297.4,12340.65,0.24,0.04,1.87,7.0,20071218
000686,东北证券,证券,吉林,19.83,209047.84,234045.3,7313631.0,0.0,72420.31,573251.44,2.45,0.52,6.63,1.98,19970227
002589,瑞康医药,医药商业,山东,53.48,30022.06,65422.19,1104049.0,903089.19,77462.7,190709.92,2.92,0.39,6.19,5.74,20110610
002311,海大集团,饲料,广东,31.75,152776.84,154150.56,1015311.81,546212.5,286145.63,143670.22,0.93,0.249,3.3,4.79,20091127
002441,众业达,批发业,广东,46.47,31477.94,54414.0,456465.5,369399.38,29843.03,186927.47,3.44,0.17,6.18,2.35,20100706
002336,*ST人乐,超市连锁,深圳,513.96,33925.0,40000.0,589236.75,379380.31,116790.0,247589.8,6.19,0.017,5.63,2.12,20100113
000729,燕京啤酒,啤酒,北京,24.79,250933.95,281853.94,1916551.75,706067.31,1020442.81,459679.31,1.63,0.16,4.66,1.71,19970716
002587,奥拓电子,元器件,深圳,69.75,24009.27,37843.08,78299.74,57191.6,15595.95,3996.26,0.11,0.157,1.74,8.41,20110610
300042,朗科科技,电脑设备,深圳,121.61,11185.86,13360.0,89914.0,64096.01,4773.21,60245.71,4.51,0.148,6.46,5.57,20100108
601616,广电电气,电气设备,上海,0.0,93557.5,93557.5,295368.28,181646.16,63486.0,134043.48,1.43,-0.076,2.59,2.58,20110201
002225,濮耐股份,其他建材,河南,69.5,57450.94,88086.82,502369.0,356586.63,66029.53,97142.15,1.1,0.072,2.95,2.27,20080425
300253,卫宁健康,软件服务,上海,30.33,58905.21,81347.6,303006.53,129395.2,1950.07,83629.46,1.03,0.57,2.72,8.38,20110818
600419,天润乳业,乳制品,新疆,66.76,8332.04,10355.71,111255.26,38451.4,42940.4,60704.13,5.86,0.493,6.86,9.59,20010628
000055,方大集团,其他建材,深圳,84.17,41998.67,78909.47,606644.75,486659.31,56503.44,50678.4,0.64,0.15,2.31,7.05,19960415
600251,冠农股份,农业综合,新疆,393.91,78484.2,78484.2,382808.47,183435.59,95432.06,37030.44,0.47,0.016,2.39,3.41,20030609
300543,朗科智能,电气设备,深圳,113.1,1500.0,6000.0,55466.35,35387.81,12691.82,6242.33,1.04,0.59,6.39,20.89,20160908
000667,美好置业,全国地产,云南,19.2,255958.7,255959.23,1692363.0,1569642.25,35740.85,154742.27,0.6,0.107,2.38,1.72,19961205
000982,中银绒业,纺织,宁夏,0.0,129393.21,180504.31,1305880.25,658515.88,459161.16,202861.23,1.12,-0.162,1.7,3.23,20000706
000955,欣龙控股,纺织,海南,0.0,53839.5,53839.5,110493.02,43575.03,50011.0,46931.06,0.87,-0.022,1.13,7.4,19991209
300245,天玑科技,软件服务,上海,73.74,19727.16,27526.08,89705.36,58244.92,7719.1,19999.96,0.73,0.142,2.88,7.29,20110719
000822,山东海化,化工原料,山东,94.67,89508.02,89509.2,348484.22,143416.84,162599.47,150495.63,1.68,0.03,2.56,2.18,19980703
000792,盐湖股份,农药化肥,青海,55.55,156637.8,185739.38,8077521.0,1447412.63,2674294.5,1040689.0,5.6,0.177,13.23,1.49,19970904
600228,昌九生化,化工原料,江西,0.0,24132.0,24132.0,48889.95,15678.23,25663.82,33596.65,1.39,-0.065,0.18,77.27,19990119
601928,凤凰传媒,出版业,江苏,19.31,254490.0,254490.0,1812594.25,919899.69,346196.16,284067.63,1.12,0.293,4.48,2.52,20111130
600222,太龙药业,中成药,河南,1340.91,51856.51,57388.62,271165.75,140748.05,69818.72,65246.76,1.14,0.003,2.58,3.3,19991105
300290,荣科科技,软件服务,辽宁,185.02,15962.41,32142.96,100397.8,70871.65,6279.93,29541.3,0.92,0.042,2.67,5.86,20120216
600846,同济科技,综合类,上海,53.23,62476.14,62476.14,909788.81,772324.0,19900.4,21943.32,0.35,0.141,2.9,3.45,19940311
601588,北辰实业,区域地产,北京,18.23,266000.0,336702.0,5643700.0,4840988.5,250022.88,365214.88,1.08,0.118,3.4,1.26,20061016
300263,隆华节能,专用机械,河南,205.64,47469.6,88207.92,341501.56,194756.42,31907.84,99324.61,1.13,0.021,2.73,3.15,20110916
600557,康缘药业,中成药,江苏,30.18,44223.42,61644.91,451049.19,219575.34,161803.47,52043.3,0.84,0.31,4.8,3.89,20020918
603222,济民制药,化学制药,浙江,199.09,11294.0,32000.0,85713.88,46950.23,17084.35,19973.96,0.62,0.04,2.26,7.06,20150217
600064,南京高科,园区开发,江苏,8.89,77247.29,77247.29,2304281.25,1210313.75,13445.4,43190.73,0.56,0.988,11.76,1.49,19970506
002300,太阳电缆,电气设备,福建,33.04,54265.89,54270.0,331713.34,178328.63,111450.92,34788.65,0.64,0.133,2.47,3.56,20091021
600769,祥龙电业,建筑施工,湖北,826.06,37497.71,37497.71,9557.15,8207.42,150.47,36712.4,0.98,0.007,0.12,98.21,19961101
002567,唐人神,饲料,湖南,49.29,41997.6,49319.55,397352.94,166943.66,129044.32,125489.77,2.54,0.135,4.85,2.75,20110325
300482,万孚生物,生物制药,广东,66.53,10610.59,17600.0,88093.3,49709.96,15681.47,29052.58,1.65,0.68,4.44,13.69,20150630
600332,白云山,中成药,广东,24.68,103633.96,162579.09,1781214.75,1152222.38,195324.61,234643.52,1.44,0.512,7.2,3.51,20010206
002294,信立泰,化学制药,深圳,22.53,45918.0,104601.6,619439.44,353630.28,97134.9,18193.82,0.17,0.994,4.78,6.25,20090910
600325,华发股份,区域地产,广东,22.82,81704.56,116904.56,11233842.0,10619441.0,66546.49,618301.5,5.29,0.294,10.75,1.25,20040225
300397,天和防务,通信设备,陕西,0.0,10320.0,24000.0,168181.72,116034.02,15629.23,52742.46,2.2,-0.09,5.01,6.26,20140910
603021,山东华鹏,玻璃,山东,101.65,6396.0,12305.7,273055.16,121705.05,47817.21,80219.65,6.52,0.29,10.79,4.6,20150423
600213,亚星客车,汽车整车,江苏,117.05,22000.0,22000.0,306044.16,272575.69,25044.06,34209.4,1.55,0.065,0.37,40.93,19990831
000503,海虹控股,医疗保健,海南,0.0,89882.21,89882.21,138640.73,101216.6,7293.08,2317.08,0.03,-0.062,1.48,32.84,19921130
000782,美达股份,化纤,广东,0.0,40319.26,52813.96,216531.7,95811.71,98486.9,63823.15,1.21,-0.041,2.33,3.9,19970619
600706,曲江文旅,旅游服务,陕西,41.9,17790.86,17950.97,173605.44,66505.21,83469.81,44848.15,2.5,0.237,4.88,4.07,19960516
600356,恒丰纸业,造纸,黑龙江,47.19,29873.14,29873.14,264156.84,150093.13,88385.93,92567.02,3.1,0.13,6.52,1.88,20010419
000032,深桑达Ａ,元器件,深圳,85.1,27943.58,42225.41,196200.34,137512.48,10210.67,26071.23,0.62,0.091,3.34,4.62,19931028
002293,罗莱生活,纺织,江苏,32.38,69948.82,70181.54,356005.75,249655.97,38137.46,34823.75,0.5,0.215,3.66,3.8,20090910
600381,ST春天,医疗保健,青海,72.24,20581.01,68561.14,208401.0,174735.8,10773.03,13586.32,0.2,0.129,2.69,4.61,20010508
002206,海 利 得,化纤,浙江,30.95,34435.08,48722.94,453763.06,230352.25,166099.42,160314.97,3.29,0.33,5.91,3.15,20080123
600616,金枫酒业,红黄药酒,上海,80.23,48803.76,51461.92,221311.66,135246.5,38763.23,52993.75,1.03,0.068,3.82,2.85,19920929
603026,石大胜华,化工原料,山东,48.06,14042.75,20268.0,208034.98,59923.56,115196.67,42942.15,2.12,0.505,7.19,6.75,20150529
603899,晨光文具,文教休闲,上海,32.87,22400.0,92000.0,311686.75,211084.55,73912.13,27234.76,0.3,0.43,2.54,7.43,20150127
000002,万 科Ａ,全国地产,深圳,25.96,970810.75,1103915.25,71230672.0,63489676.0,517631.41,807875.63,0.73,0.485,8.83,2.85,19910129
600261,阳光照明,家用电器,浙江,26.28,145210.3,145210.3,498630.44,348030.63,104045.21,26515.85,0.18,0.15,2.01,3.92,20000720
600053,九鼎投资,区域地产,江西,64.01,43354.07,43354.07,439305.56,273812.13,4803.39,18868.72,0.44,0.383,2.98,16.44,19970418
002417,三元达,通信设备,福建,0.0,21002.05,27000.0,80585.35,76127.93,718.46,40803.03,1.51,-0.217,1.44,13.26,20100601
002420,毅昌股份,塑料,广东,0.0,38895.28,40100.0,376293.34,241501.22,88457.25,80793.75,2.01,-0.188,3.9,2.45,20100601
002172,澳洋科技,化纤,江苏,41.19,54066.07,69486.45,383462.09,158133.8,186481.75,69709.4,1.0,0.136,1.47,7.63,20070921
600005,武钢股份,普钢,湖北,59.21,1009378.0,1009378.0,9736221.0,3890122.5,4672643.5,992948.38,0.98,0.027,2.84,1.13,19990803
002348,高乐股份,文教休闲,广东,151.34,74115.63,94720.0,125913.4,54844.53,10785.25,990.65,0.01,0.04,1.3,6.18,20100203
300487,蓝晓科技,化工原料,陕西,97.65,3295.94,8095.75,82142.38,57682.21,4739.1,40222.44,4.97,0.307,8.45,7.11,20150702
002628,成都路桥,建筑施工,四川,209.34,68037.4,73741.63,562030.25,368092.69,5954.93,83869.86,1.14,0.019,3.56,2.28,20111103
600523,贵航股份,汽车配件,贵州,40.57,28860.33,28879.38,374871.38,256241.97,67135.3,93132.31,3.22,0.26,6.91,3.06,20011227
000909,数源科技,综合类,浙江,176.22,29400.0,29400.0,467958.91,425132.94,2141.4,22302.36,0.76,0.077,2.61,6.93,19990507
600393,粤泰股份,全国地产,广东,100.9,29950.5,126812.39,1064187.38,935735.13,13940.97,342373.09,2.7,0.08,4.05,2.88,20010319
000823,超声电子,元器件,广东,63.77,53692.05,53696.6,447428.19,259782.63,163367.72,142463.91,2.65,0.105,5.4,2.48,19971008
002647,宏磊股份,电气设备,浙江,0.0,21942.05,21958.3,263397.78,215894.13,24200.05,50899.32,2.32,-0.184,4.36,10.74,20111228
000012,南 玻Ａ,玻璃,深圳,26.29,130407.18,207533.56,1697522.25,233402.09,1150454.38,126048.15,0.61,0.225,3.72,3.18,19920228
603002,宏昌电子,化工原料,广东,124.32,60000.0,61396.17,136251.69,119216.22,7024.96,8355.1,0.14,0.027,1.64,4.13,20120518
000701,厦门信达,综合类,福建,36.56,28969.38,40661.3,1967205.0,1668029.5,111487.17,199054.02,4.9,0.11,12.29,1.39,19970226
600479,千金药业,中成药,湖南,79.79,30481.91,34875.58,288171.66,203545.0,40396.5,66045.67,1.89,0.107,4.68,3.66,20040312
300412,迦南科技,医疗保健,浙江,90.74,3861.0,12748.0,48546.59,30425.16,8936.33,9431.96,0.74,0.2,3.16,11.48,20141231
002605,姚记扑克,文教休闲,上海,82.72,26859.33,38460.28,139439.31,59152.98,21293.27,16564.75,0.43,0.126,2.93,7.11,20110805
300423,鲁亿通,电气设备,山东,230.74,4431.68,10769.74,58143.23,42443.1,7699.72,18878.22,1.75,0.13,4.41,9.06,20150217
300244,迪安诊断,医疗保健,浙江,67.18,33083.23,55102.94,408489.81,206008.84,22161.32,85989.02,1.56,0.246,3.61,9.15,20110719
600311,荣华实业,黄金,甘肃,0.0,66560.0,66560.0,95347.18,65210.96,26889.51,21943.92,0.33,-0.069,1.27,5.5,20010626
000965,天保基建,区域地产,天津,31.65,100893.71,100893.71,654187.44,549553.25,11139.87,189402.36,1.88,0.111,4.47,1.57,20000406
000813,德展健康,化学制药,新疆,0.0,36345.6,134266.42,199027.22,37253.84,69778.71,107593.72,0.8,-0.016,2.23,7.08,19980519
000728,国元证券,证券,安徽,32.56,196410.0,196410.0,6731037.5,0.0,144025.81,983574.13,5.01,0.485,10.36,2.04,19970616
002210,飞马国际,仓储物流,深圳,77.33,75673.97,97228.25,1954018.25,1908879.75,10090.92,112159.31,1.15,0.114,2.54,6.93,20080130
600302,标准股份,纺织机械,陕西,0.0,34600.98,34600.98,153737.38,118091.52,18041.27,34744.48,1.0,-0.086,3.26,3.25,20001213
300385,雪浪环境,环境保护,江苏,71.48,4791.37,12000.0,152602.31,86917.74,27383.0,31692.9,2.64,0.273,6.0,6.51,20140626
000677,恒天海龙,化纤,山东,3553.74,86397.56,86397.79,83041.92,29945.35,43509.8,69768.81,0.81,0.001,0.31,23.05,19961226
600891,秋林集团,百货,黑龙江,23.16,32413.49,61758.57,401134.25,362512.13,20587.6,150007.92,2.43,0.231,4.68,2.29,19960325
002451,摩恩电气,电气设备,上海,503.64,41220.25,43920.0,191167.81,63730.69,38074.05,6827.16,0.16,0.012,1.52,8.23,20100720
000428,华天酒店,酒店餐饮,湖南,0.0,71879.4,101892.6,929234.19,321306.66,334508.31,145306.69,1.43,-0.086,3.04,2.36,19960808
000525,红 太 阳,农药化肥,江苏,181.76,50698.3,58077.28,964025.63,426718.56,268576.09,293950.5,5.06,0.067,8.06,2.01,19931028
300453,三鑫医疗,医疗保健,江西,112.41,6540.7,15872.0,60231.8,29172.5,15048.8,16244.6,1.02,0.121,3.37,8.04,20150515
600565,迪马股份,全国地产,重庆,67.46,147220.25,234586.2,3088705.25,2971194.5,12437.61,229771.05,0.98,0.054,2.61,2.78,20020723
300401,花园生物,食品,浙江,188.38,9616.92,18140.0,86151.52,37422.2,34543.84,5058.16,0.28,0.087,4.0,8.17,20141009
600083,博信股份,建筑施工,广东,938.35,22692.27,23000.0,12419.44,9825.92,286.92,9643.53,0.42,0.012,0.24,91.38,19970606
002088,鲁阳节能,矿物制品,山东,83.2,13686.23,23397.86,210043.55,114394.77,70336.75,53795.51,2.3,0.11,6.86,2.67,20061130
000673,当代东方,影视音像,山西,162.68,41467.71,79333.5,271243.38,166794.22,658.91,145885.27,1.84,0.039,2.73,4.7,19970124
000933,*ST神火,煤炭开采,河南,9.51,189041.81,190050.0,5254043.5,1630903.38,2106560.0,195375.48,1.03,0.434,3.25,1.7,19990831
000498,山东路桥,建筑施工,山东,31.21,35417.01,112013.9,1109049.75,880567.81,41210.17,-55661.8,-0.5,0.118,2.82,2.62,19970609
600771,广誉远,中成药,青海,214.81,24380.83,27780.83,110023.26,86382.28,5352.85,102353.93,3.68,0.077,2.65,12.56,19961105
002461,珠江啤酒,啤酒,广东,60.85,68016.17,68016.17,632939.38,172133.36,375175.53,159585.97,2.35,0.16,5.1,2.54,20100818
601218,吉鑫科技,机械基件,江苏,45.4,99176.0,99176.0,396170.25,284525.75,78992.06,58928.88,0.59,0.061,2.53,2.2,20110506
002460,赣锋锂业,小金属,江西,36.62,51831.71,75269.54,345365.88,148636.42,56480.86,71235.6,0.95,0.64,3.01,10.45,20100810
600418,江淮汽车,汽车整车,安徽,21.43,101735.81,189331.2,4533150.5,2815363.25,1028377.81,125738.07,0.66,0.39,5.95,2.2,20010824
600655,豫园商城,百货,上海,56.48,143732.2,143732.2,2065717.38,544326.38,148812.31,83236.36,0.58,0.099,6.63,1.69,19920902
000837,秦川机床,机床制造,陕西,0.0,48149.48,69337.09,707454.88,427545.75,197695.84,145115.55,2.09,-0.08,3.95,2.38,19980928
300171,东富龙,医疗保健,上海,37.88,33332.73,63456.48,398391.63,315619.66,37215.76,116776.95,1.84,0.225,4.46,3.82,20110201
000650,仁和药业,中成药,江西,26.42,123799.5,123834.0,371029.63,186118.44,56474.1,30400.15,0.25,0.143,2.07,3.65,19961210
002750,龙津药业,中成药,云南,101.11,22500.0,40050.0,71213.56,43241.65,24926.2,11.27,0.0,0.084,1.53,11.15,20150324
300031,宝通科技,橡胶,江苏,63.71,22273.34,39676.78,301252.16,135554.38,29376.6,165032.19,4.16,0.23,6.27,3.94,20091225
002476,宝莫股份,化工原料,山东,276.18,60151.1,61200.0,154931.25,79699.46,33445.3,20521.75,0.34,0.031,1.67,6.86,20100915
